2174	939
4957	939
9493	939
10034	939
10043	939
11693	939
13312	939
13794	939
14290	939
16144	939
17120	939
4413	939
8365	939
13353	939
14190	939
12132	939
171	12166
1469	12166
9829	12166
10294	12166
10869	12166
11367	12166
8263	12166
11729	12166
3321	11450
4843	11450
6134	11450
7101	11450
7622	11450
7956	11450
10615	11450
12162	11450
12951	11450
13911	11450
17512	11450
17579	11450
18047	11450
14423	11450
6281	11450
9523	11450
8517	19770
1314	10587
4162	10587
4652	10587
14784	17241
1042	6145
1850	6145
1961	6145
3150	6145
3169	6145
4652	6145
4932	6145
10290	6145
11218	6145
11729	6145
13807	6145
15676	6145
16284	6145
16961	6145
17140	6145
1362	18243
8039	18243
8201	18243
9718	18243
11247	18243
2330	18243
7393	18243
4589	21596
5781	21596
8602	21596
10995	21596
7217	21596
4524	7341
6639	6929
8187	6929
14571	6929
16821	6929
1418	6929
7452	6929
8728	6929
9516	6929
5308	11720
7999	11720
6610	11720
644	4365
2957	4365
8098	4365
16396	4365
482	4365
3620	7185
3690	7185
3762	7185
15692	7185
1054	3017
6717	3017
10396	3017
2883	18956
6751	18956
18013	8587
18060	8587
18244	8587
60	8587
11485	8587
338	13228
9997	13228
15278	13228
2872	1482
13522	1482
15278	1482
15341	1482
6776	3440
7916	3440
11248	3440
6888	3440
5004	18108
8372	18108
10546	18108
12719	18108
14197	18108
16380	18108
7548	18108
15537	18108
4705	18108
13066	18108
13599	18108
15423	18108
2901	20085
3083	20085
4435	20085
4782	20085
5148	20085
7398	20085
9130	20085
9947	20085
10786	20085
15578	20085
476	20085
3018	20085
5467	20085
1392	12204
1689	5516
1962	5516
1980	5516
3499	5516
6091	5516
6856	5516
9792	5516
10286	5516
11341	5516
12715	5516
13066	5516
14559	5516
6959	5516
7573	5516
9089	5516
9230	5516
11744	5516
13697	5516
18013	5516
3086	3727
4356	3727
5487	3727
11353	3727
17376	3727
12168	3727
3110	3727
9290	3727
10891	3727
13544	3727
1298	21567
1809	21567
2387	21567
3036	21567
5520	21567
5522	21567
5686	21567
8995	21567
8909	21567
9129	21567
7161	21567
10654	21567
12685	21567
17610	21567
1606	21301
6325	21301
8401	21301
16418	21301
224	22403
930	22403
4429	22403
4541	22403
6964	22403
7255	22403
7785	22403
8471	22403
9140	22403
14922	22403
15032	22403
15663	22403
2873	22403
6509	22403
12990	22403
4441	22403
7303	22403
9811	22403
14537	22403
1514	4506
4213	4506
4515	4506
5195	4506
6101	4506
7213	4506
7931	4506
9863	4506
10638	4506
11050	4506
12445	4506
12732	4506
15379	4506
17131	4506
17787	4506
17965	4506
18285	4506
856	4506
7528	4506
1528	4506
4811	4506
11112	4506
13445	4506
14705	4506
2884	17237
3018	17237
18270	17237
14659	17237
1898	18674
3630	18674
12155	18674
16697	18674
13005	18674
13276	18674
6181	14789
15524	21277
1354	14683
1651	14683
2685	14683
4075	14683
4301	14683
6735	14683
6927	14683
10112	14683
13945	14683
16800	14683
17077	14683
3735	14683
10997	14683
11922	14683
17368	14683
1566	6000
8544	6000
11901	6000
15999	6000
2569	6000
16178	6000
10137	6000
1843	21775
6835	21775
9011	21775
9454	21775
9968	21775
14693	21775
16391	21775
5951	21775
15177	21775
18308	21775
30	6014
1932	514
2110	514
5756	514
9089	514
14261	514
14295	514
18096	514
9392	514
15580	514
5506	16386
8334	16386
6050	16708
12449	16708
14270	16708
9829	16708
13037	16708
761	16770
3606	16770
5595	16770
12478	16770
12637	16770
17937	16770
232	16770
3037	2430
5217	2430
6131	2430
6361	2430
6848	2430
10869	2430
15556	2430
15565	2430
18160	2430
6448	2430
14433	2430
18442	2430
5770	16990
8966	16990
9821	16990
11311	16990
16804	16990
18484	16990
11248	1143
12637	1143
14203	1143
3394	11458
3416	22693
4438	22693
7386	22693
7771	22693
8773	22693
9541	22693
10547	22693
17410	22693
15483	22693
3018	22693
8398	22693
15828	22693
923	1221
3985	1221
17166	1221
248	7737
1941	7737
2751	7737
9019	7737
9509	7737
9547	7737
10119	7737
11377	7737
13328	7737
6909	7737
7339	18180
7523	18180
7953	18180
9972	18180
10903	18180
15240	18180
10481	18180
15414	18180
16715	18180
4529	18180
8413	18180
8320	20433
10120	20433
10226	20433
11143	20433
11654	20433
12231	20433
12674	20433
15122	20433
4301	20433
12412	20433
16881	20433
2192	19403
5811	19403
16583	20121
18364	2977
18376	2977
5648	14739
11301	11132
14551	11132
4883	15976
7464	15976
11883	15976
3050	812
5430	812
6415	812
6943	812
9037	812
11623	812
16458	812
16741	812
15108	812
8351	812
11310	812
3660	21349
10222	21349
11714	21349
18299	21349
3632	22056
10797	22056
10449	2316
3316	2316
1050	2316
3094	8240
4435	8240
4998	8240
5640	8240
7318	8240
8055	8240
11248	8240
11794	8240
3590	8240
15370	8240
17682	8240
18485	8240
14216	1697
3032	18946
3085	18946
3316	18946
4198	18946
4817	18946
15090	18946
18090	18946
863	18946
6848	18946
12750	18946
1038	21233
4471	21233
6789	21233
8393	21233
8852	21233
9073	21233
14473	21233
15051	21233
2197	21233
9754	21233
11733	21233
17569	21233
1003	21233
5743	21233
7313	21233
9696	21233
15738	21233
17625	21233
6446	18248
1378	9983
2755	9983
3841	9983
3914	9983
5391	9983
6784	9983
12490	9983
12535	9983
17533	9983
17669	9983
583	9983
11579	9983
1035	9983
12734	9983
2790	5076
6005	5076
11246	5076
12114	5076
13094	5076
11559	5076
18463	5076
8864	11464
10192	11464
11298	11464
15775	11464
12090	15567
7487	16216
6194	16216
3058	9906
4301	9906
7374	9906
7852	9906
9412	9906
10973	9906
12405	9906
15709	9906
5340	9906
2830	9906
4838	9906
9432	9906
13812	9906
1857	1298
5180	1298
606	20632
2315	20632
9082	20632
18464	20632
